77787 899 500 [0, 0, 0, 0, 0, 4, 1, 0, 0, 0, 0, 0, 0]
77772 898 500 [1, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0]
77577 897 500 [0, 0, 0, 1, 0, 4, 0, 0, 0, 0, 0, 0, 0]
77477 896 500 [0, 0, 1, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0]
7727J 895 500 [1, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0]
73J3J 894 500 [0, 4, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
7J9J7 893 500 [0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 0]
7J7KJ 892 500 [0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 0]
6TJ66 891 500 [0, 0, 0, 0, 4, 0, 0, 0, 1, 0, 0, 0, 0]
68888 890 500 [0, 0, 0, 0, 1, 0, 4, 0, 0, 0, 0, 0, 0]
66T66 889 500 [0, 0, 0, 0, 4, 0, 0, 0, 1, 0, 0, 0, 0]
66966 888 500 [0, 0, 0, 0, 4, 0, 0, 1, 0, 0, 0, 0, 0]
66766 887 500 [0, 0, 0, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0]
6666K 886 500 [0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 0]
66664 885 500 [0, 0, 1, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0]
66626 884 500 [1, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0]
66366 883 500 [0, 1, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0]
66J69 882 500 [0, 0, 0, 0, 4, 0, 0, 1, 0, 0, 0, 0, 0]
66J67 881 500 [0, 0, 0, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0]
65555 880 500 [0, 0, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0]
622J2 879 500 [4, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
6J668 878 500 [0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 0, 0]
5T5J5 877 500 [0, 0, 0, 4, 0, 0, 0, 0, 1, 0, 0, 0, 0]
5666J 876 500 [0, 0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0]
55585 875 500 [0, 0, 0, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0]
5555K 874 500 [0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 0]
55559 873 500 [0, 0, 0, 4, 0, 0, 0, 1, 0, 0, 0, 0, 0]
55J53 872 500 [0, 1, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]
54555 871 500 [0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]
5JTTJ 870 500 [0, 0, 0, 1, 0, 0, 0, 0, 4, 0, 0, 0, 0]
4T444 869 500 [0, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
4TJ44 868 500 [0, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
45444 867 500 [0, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
44644 866 500 [0, 0, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
4444K 865 500 [0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
4424J 864 500 [1, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
44J94 863 500 [0, 0, 4, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
43333 862 500 [0, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
4J888 861 500 [0, 0, 1, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0]
4J4JA 860 500 [0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
3KKKJ 859 500 [0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0]
3TTTT 858 500 [0, 1, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]
3T333 857 500 [0, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
39333 856 500 [0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
35555 855 500 [0, 1, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]
344J4 854 500 [0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
33A33 853 500 [0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
33TJJ 852 500 [0, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
3353J 851 500 [0, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
3333K 850 500 [0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
3333Q 849 500 [0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
333J9 848 500 [0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
33J63 847 500 [0, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
29222 846 500 [4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
29J99 845 500 [1, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0]
23J33 844 500 [1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
22A22 843 500 [4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
22822 842 500 [4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
22272 841 500 [4, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
22262 840 500 [4, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
22242 839 500 [4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2222T 838 500 [4, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
2JQ22 837 500 [4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
2JT22 836 500 [4, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
JKK3J 835 500 [0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0]
JQAQQ 834 500 [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1]
J9K99 833 500 [0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 0]
J9699 832 500 [0, 0, 0, 0, 1, 0, 0, 4, 0, 0, 0, 0, 0]
J949J 831 500 [0, 0, 1, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0]
J68J6 830 500 [0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 0, 0]
J5222 829 500 [4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
J5J33 828 500 [0, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
J4666 827 500 [0, 0, 1, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0]
J4544 826 500 [0, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
JJQ7J 825 500 [0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 0, 0]
JJ8QQ 824 500 [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 4, 0, 0]
JJ699 823 500 [0, 0, 0, 0, 1, 0, 0, 4, 0, 0, 0, 0, 0]
JJ6J3 822 500 [0, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
JJ4J8 821 500 [0, 0, 4, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
AAA88 820 400 [0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 3]
AA66A 819 400 [0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 3]
AA333 818 400 [0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]
AQAQA 817 400 [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3]
AQQJA 816 400 [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 2]
A7AA7 815 400 [0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 3]
A6A6J 814 400 [0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 2]
A666A 813 400 [0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 2]
A4AA4 812 400 [0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]
A4A44 811 400 [0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]
A2A2A 810 400 [2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]
A22A2 809 400 [3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]
AJ99A 808 400 [0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 2]
KAKAA 807 400 [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3]
KKQQK 806 400 [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 0]
KK7K7 805 400 [0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 3, 0]
K8KK8 804 400 [0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 3, 0]
K88K8 803 400 [0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 2, 0]
K777K 802 400 [0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 2, 0]
K6KK6 801 400 [0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 3, 0]
K3JK3 800 400 [0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]
K2K2K 799 400 [2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]
QQAQA 798 400 [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 2]
QQQ22 797 400 [2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]
QQTTQ 796 400 [0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0]
QQ8Q8 795 400 [0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 3, 0, 0]
QTQTT 794 400 [0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 2, 0, 0]
Q9Q9Q 793 400 [0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 3, 0, 0]
Q77QJ 792 400 [0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 2, 0, 0]
Q6QQ6 791 400 [0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 3, 0, 0]
TATAT 790 400 [0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2]
TTT88 789 400 [0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 0]
TTT55 788 400 [0, 0, 0, 2, 0, 0, 0, 0, 3, 0, 0, 0, 0]
TT66T 787 400 [0, 0, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 0]
TT33T 786 400 [0, 2, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0]
T555T 785 400 [0, 0, 0, 3, 0, 0, 0, 0, 2, 0, 0, 0, 0]
T4TT4 784 400 [0, 0, 2, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0]
T333T 783 400 [0, 3, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]
TJT77 782 400 [0, 0, 0, 0, 0, 3, 0, 0, 2, 0, 0, 0, 0]
9T9T9 781 400 [0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 0]
99QQ9 780 400 [0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 2, 0, 0]
99595 779 400 [0, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 0, 0]
98988 778 400 [0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 0, 0]
8A8AJ 777 400 [0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 2]
8A88A 776 400 [0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 2]
8T8T8 775 400 [0, 0, 0, 0, 0, 0, 3, 0, 2, 0, 0, 0, 0]
88999 774 400 [0, 0, 0, 0, 0, 0, 2, 3, 0, 0, 0, 0, 0]
88777 773 400 [0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 0, 0, 0]
885J5 772 400 [0, 0, 0, 3, 0, 0, 2, 0, 0, 0, 0, 0, 0]
88338 771 400 [0, 2, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0]
88333 770 400 [0, 3, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]
88222 769 400 [3, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]
86868 768 400 [0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 0, 0, 0]
85585 767 400 [0, 0, 0, 3, 0, 0, 2, 0, 0, 0, 0, 0, 0]
84448 766 400 [0, 0, 3, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]
8JK8K 765 400 [0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 2, 0]
7QQ7Q 764 400 [0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 3, 0, 0]
7Q77Q 763 400 [0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 2, 0, 0]
79779 762 400 [0, 0, 0, 0, 0, 3, 0, 2, 0, 0, 0, 0, 0]
788J7 761 400 [0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 0, 0, 0]
77KKJ 760 400 [0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 2, 0]
77TT7 759 400 [0, 0, 0, 0, 0, 3, 0, 0, 2, 0, 0, 0, 0]
77676 758 400 [0, 0, 0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0]
76676 757 400 [0, 0, 0, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0]
74474 756 400 [0, 0, 3, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]
7447J 755 400 [0, 0, 3, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]
7227J 754 400 [3, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]
7J676 753 400 [0, 0, 0, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0]
6QQJ6 752 400 [0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 2, 0, 0]
69969 751 400 [0, 0, 0, 0, 2, 0, 0, 3, 0, 0, 0, 0, 0]
6886J 750 400 [0, 0, 0, 0, 3, 0, 2, 0, 0, 0, 0, 0, 0]
66K6K 749 400 [0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 2, 0]
666QQ 748 400 [0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 2, 0, 0]
66699 747 400 [0, 0, 0, 0, 3, 0, 0, 2, 0, 0, 0, 0, 0]
66688 746 400 [0, 0, 0, 0, 3, 0, 2, 0, 0, 0, 0, 0, 0]
663J3 745 400 [0, 3, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]
66226 744 400 [2, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]
65656 743 400 [0, 0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0]
62226 742 400 [3, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]
5AA5A 741 400 [0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 3]
58588 740 400 [0, 0, 0, 2, 0, 0, 3, 0, 0, 0, 0, 0, 0]
555AA 739 400 [0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2]
55445 738 400 [0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]
53353 737 400 [0, 3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]
5J5TT 736 400 [0, 0, 0, 3, 0, 0, 0, 0, 2, 0, 0, 0, 0]
4KKK4 735 400 [0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]
4884J 734 400 [0, 0, 3, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]
44AJA 733 400 [0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]
44QQQ 732 400 [0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]
44T4T 731 400 [0, 0, 3, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]
44999 730 400 [0, 0, 2, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0]
44888 729 400 [0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0]
44777 728 400 [0, 0, 2, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0]
44545 727 400 [0, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]
44343 726 400 [0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
43433 725 400 [0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
4JKK4 724 400 [0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]
39993 723 400 [0, 2, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0]
33K3K 722 400 [0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]
33939 721 400 [0, 3, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]
33737 720 400 [0, 3, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]
33636 719 400 [0, 3, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]
33555 718 400 [0, 2, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]
333QQ 717 400 [0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]
32323 716 400 [2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2Q2Q2 715 400 [3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]
